ダウンロードした時刻：2025/07/15 21:02:44

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡
2002/1,7.4,8,1,-0.3,8,1,18.1,8,1,11.5,8,1,3.4,8,1,7.2,8,1,-1.0,8,1,15.6,8,1,10.6,8,1,4.0,8,1,17.1,8,1,10.8,8,1,23.9,8,1,19.3,8,1,14.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/2,7.9,8,1,0.3,8,1,17.7,8,1,11.9,8,1,4.4,8,1,7.3,8,1,0.3,8,1,15.2,8,1,11.3,8,1,4.0,8,1,17.4,8,1,10.0,8,1,25.3,8,1,20.3,8,1,14.7,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/3,12.2,8,1,3.9,8,1,23.9,8,1,16.5,8,1,8.1,8,1,11.6,8,1,2.1,8,1,20.7,8,1,16.3,8,1,7.4,8,1,19.6,8,1,13.4,8,1,26.6,8,1,22.6,8,1,17.0,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/4,16.1,8,1,9.1,8,1,28.0,8,1,20.3,8,1,12.4,8,1,16.6,8,1,8.3,8,1,26.5,8,1,21.7,8,1,12.6,8,1,22.4,8,1,13.7,8,1,29.1,8,1,25.5,8,1,19.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/5,18.4,8,1,12.4,8,1,27.5,8,1,22.3,8,1,15.3,8,1,20.0,8,1,12.8,8,1,29.3,8,1,24.8,8,1,16.1,8,1,25.1,8,1,20.4,8,1,31.0,8,1,28.2,8,1,22.8,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/6,21.6,8,1,15.6,8,1,31.1,8,1,25.3,8,1,18.6,8,1,23.6,8,1,15.2,8,1,33.3,5,1,28.2,5,1,19.9,8,1,27.0,8,1,21.9,8,1,33.3,8,1,29.4,8,1,25.1,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/7,28.0,8,1,21.1,8,1,34.8,8,1,31.7,8,1,25.1,8,1,29.0,8,1,21.4,8,1,37.4,8,1,33.4,8,1,25.7,8,1,28.2,8,1,23.7,8,1,32.4,8,1,30.9,8,1,26.3,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/8,28.0,8,1,20.7,8,1,35.8,8,1,32.1,8,1,24.8,8,1,29.0,8,1,20.3,8,1,37.1,8,1,33.6,8,1,25.8,8,1,28.7,8,1,24.7,8,1,32.7,8,1,31.4,8,1,26.7,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/9,23.1,8,1,15.4,8,1,33.9,8,1,26.2,8,1,20.4,8,1,25.1,8,1,16.2,8,1,35.7,8,1,29.6,8,1,21.8,8,1,27.5,8,1,22.2,8,1,32.4,8,1,30.4,8,1,25.2,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/10,19.0,8,1,9.1,8,1,29.4,8,1,22.6,8,1,15.5,8,1,18.9,8,1,7.7,8,1,29.5,8,1,23.4,8,1,15.3,8,1,24.7,8,1,19.5,8,1,31.0,8,1,27.2,8,1,22.7,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/11,11.6,8,1,4.8,8,1,20.4,8,1,15.2,8,1,8.2,8,1,11.1,8,1,4.3,8,1,20.8,8,1,15.2,8,1,7.5,8,1,21.1,8,1,14.1,8,1,26.7,8,1,23.4,8,1,18.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2002/12,7.2,8,1,0.0,8,1,18.7,8,1,10.4,8,1,4.1,8,1,8.2,8,1,1.3,8,1,18.3,8,1,11.5,8,1,5.2,8,1,19.4,8,1,12.5,8,1,26.3,8,1,21.8,8,1,17.2,8,1,,0,1,,0,1,,0,1,,0,1,,0,1
2003/1,5.5,8,1,-0.8,8,1,13.8,8,1,9.3,8,1,2.0,8,1,5.1,8,1,-2.7,8,1,12.1,8,1,8.6,8,1,2.1,8,1,15.7,8,1,9.5,8,1,22.8,8,1,18.4,8,1,13.1,8,1,5.6,8,1,-2.2,8,2,14.8,8,2,8.9,8,2,1.8,8,2
2003/2,6.4,8,1,0.9,8,1,14.5,8,1,9.9,8,1,3.2,8,1,6.8,8,1,0.4,8,1,16.5,8,1,10.8,8,1,3.7,8,1,18.1,8,1,12.2,8,1,24.9,8,1,20.8,8,1,15.7,8,1,8.0,8,1,0.1,5,2,15.3,4,2,11.6,5,2,3.9,5,2
2003/3,8.7,8,1,1.1,8,1,20.4,8,1,12.7,8,1,5.1,8,1,8.4,8,1,0.8,8,1,20.6,8,1,12.7,8,1,4.9,8,1,18.4,8,1,12.7,8,1,26.3,8,1,21.3,8,1,16.0,8,1,9.5,8,1,0.6,8,2,24.2,8,2,13.6,8,2,5.4,8,2
2003/4,15.1,8,1,5.6,8,1,27.9,8,1,19.2,8,1,11.5,8,1,15.9,8,1,6.9,8,1,28.0,8,1,20.2,8,1,11.9,8,1,22.6,8,1,16.0,8,1,29.1,8,1,25.3,8,1,20.7,8,1,15.9,8,1,4.3,8,2,26.0,8,2,19.9,8,2,11.7,8,2
2003/5,18.8,8,1,10.5,8,1,26.9,8,1,22.4,8,1,15.5,8,1,20.2,8,1,9.4,8,1,31.4,8,1,25.5,8,1,15.9,8,1,24.4,8,1,19.5,8,1,29.8,8,1,27.4,8,1,22.3,8,1,19.9,8,1,7.6,8,2,31.4,8,2,24.5,8,2,15.9,8,2
2003/6,23.2,8,1,16.4,8,1,33.3,8,1,26.6,8,1,20.2,8,1,23.7,8,1,15.1,8,1,31.7,8,1,27.7,8,1,20.5,8,1,26.6,8,1,21.1,8,1,32.1,8,1,29.2,8,1,24.7,8,1,23.0,8,1,14.7,8,2,30.6,8,2,26.7,8,2,19.5,8,2
2003/7,22.8,8,1,17.7,8,1,31.9,8,1,26.0,8,1,20.1,8,1,25.3,8,1,18.4,8,1,33.5,8,1,29.3,8,1,22.3,8,1,29.9,8,1,25.1,8,1,34.8,8,1,33.1,8,1,27.8,8,1,25.3,8,1,18.5,8,2,32.8,8,2,28.8,8,2,22.6,8,2
2003/8,26.0,8,1,18.4,8,1,34.3,8,1,29.5,8,1,23.1,8,1,28.3,8,1,20.7,8,1,35.4,8,1,32.6,8,1,25.2,8,1,29.6,8,1,25.4,8,1,35.5,8,1,32.6,8,1,27.4,8,1,27.1,8,1,20.2,8,2,35.1,8,2,30.9,8,2,24.3,8,2
2003/9,24.2,8,1,13.9,8,1,34.3,8,1,28.1,8,1,21.0,8,1,25.9,8,1,16.6,8,1,35.5,8,1,30.4,8,1,22.7,8,1,28.5,8,1,24.6,8,1,32.9,8,1,31.0,8,1,26.3,8,1,25.2,5,1,14.1,5,2,35.4,4,2,29.2,5,2,21.3,5,2
2003/10,17.8,8,1,12.1,8,1,28.7,8,1,21.4,8,1,14.6,8,1,18.1,8,1,9.3,8,1,29.9,8,1,22.7,8,1,14.3,8,1,24.7,8,1,18.2,8,1,30.3,8,1,27.4,8,1,22.2,8,1,18.3,8,1,7.0,8,2,29.8,8,2,23.1,8,2,13.3,8,2
2003/11,14.4,8,1,7.3,8,1,24.8,8,1,17.4,8,1,11.5,8,1,15.5,8,1,5.7,8,1,25.6,8,1,19.0,8,1,12.3,8,1,23.8,8,1,16.8,8,1,29.7,8,1,26.1,8,1,21.9,8,1,15.7,8,1,4.2,8,2,25.3,8,2,19.6,8,2,11.6,8,2
2003/12,9.2,8,1,0.7,8,1,19.0,8,1,13.2,8,1,5.7,8,1,9.1,8,1,1.1,8,1,16.9,8,1,12.7,8,1,5.7,8,1,18.7,8,1,12.8,8,1,25.7,8,1,21.3,8,1,16.1,8,1,8.7,8,1,-0.8,5,2,18.0,5,2,12.6,5,2,4.9,5,2
2004/1,6.3,8,1,0.2,8,1,14.2,8,1,10.1,8,1,3.1,8,1,5.8,8,1,-2.2,8,1,13.1,8,1,9.4,8,1,2.6,8,1,16.8,8,1,9.9,8,1,24.4,8,1,19.4,8,1,14.3,8,1,5.5,8,1,-2.9,8,2,13.5,8,2,9.1,8,2,1.2,8,2
2004/2,8.5,8,1,0.2,8,1,21.6,8,1,12.9,8,1,4.3,8,1,7.9,8,1,0.2,8,1,21.2,8,1,12.6,8,1,3.8,8,1,17.1,8,1,11.8,8,1,25.0,8,1,20.0,8,1,14.3,8,1,8.6,8,1,-1.3,8,2,23.4,8,2,12.9,8,2,3.7,8,2
2004/3,9.8,8,1,1.6,8,1,21.9,8,1,14.0,8,1,5.7,8,1,10.2,8,1,0.5,8,1,23.1,8,1,14.8,8,1,6.0,8,1,19.2,8,1,10.2,8,1,25.5,8,1,21.9,8,1,17.0,8,1,10.5,8,1,-0.7,5,2,23.1,5,2,14.8,5,2,5.1,5,2
2004/4,16.4,8,1,3.1,8,1,28.9,8,1,21.3,8,1,11.7,8,1,16.4,8,1,5.9,8,1,28.1,8,1,21.6,8,1,11.3,8,1,21.9,8,1,13.4,8,1,28.2,8,1,25.0,8,1,19.0,8,1,15.8,8,1,4.2,8,2,29.1,8,2,21.1,8,2,10.5,8,2
2004/5,19.6,8,1,10.5,8,1,31.7,8,1,23.7,8,1,16.1,8,1,21.1,8,1,12.6,8,1,31.6,8,1,25.7,8,1,17.2,8,1,25.5,8,1,18.3,8,1,31.6,8,1,28.4,8,1,23.1,8,1,20.4,8,1,10.3,8,2,31.0,8,2,24.6,8,2,16.1,8,2
2004/6,23.7,8,1,16.3,8,1,32.3,8,1,27.5,8,1,20.3,8,1,24.8,8,1,16.2,8,1,33.7,8,1,29.3,8,1,21.3,8,1,26.7,8,1,21.7,8,1,32.1,8,1,29.5,8,1,24.7,8,1,24.1,8,1,14.2,8,2,38.2,8,2,28.6,8,2,20.0,8,2
2004/7,28.5,8,1,19.1,8,1,39.5,8,1,33.1,8,1,25.0,8,1,29.5,8,1,22.2,8,1,36.4,8,1,34.0,8,1,26.2,8,1,28.8,8,1,23.8,8,1,33.9,8,1,31.8,8,1,26.8,8,1,28.5,8,1,22.1,8,2,34.9,8,2,32.4,8,2,25.2,8,2
2004/8,27.2,8,1,18.1,8,1,36.5,8,1,31.0,8,1,24.1,8,1,28.4,8,1,21.6,8,1,36.2,8,1,33.3,8,1,25.1,8,1,29.0,8,1,24.6,8,1,33.4,8,1,31.6,8,1,27.1,8,1,28.5,8,1,21.6,8,2,35.8,8,2,32.5,8,2,25.2,8,2
2004/9,25.1,8,1,18.4,8,1,33.6,8,1,28.7,8,1,22.2,8,1,26.2,8,1,19.4,8,1,34.2,8,1,30.7,8,1,22.9,8,1,27.6,8,1,23.4,8,1,32.8,8,1,30.4,8,1,25.5,8,1,24.5,8,1,18.2,8,2,33.5,8,2,28.3,8,2,21.3,8,2
2004/10,17.5,8,1,8.6,8,1,28.2,8,1,20.7,8,1,14.8,8,1,19.0,8,1,8.5,8,1,30.1,8,1,23.2,8,1,15.7,8,1,24.9,8,1,20.7,8,1,29.8,8,1,27.1,8,1,23.0,8,1,18.6,8,1,7.9,8,2,27.0,8,2,22.6,8,2,14.6,8,2
2004/11,15.6,8,1,8.3,8,1,23.2,8,1,19.0,8,1,12.7,8,1,15.2,8,1,7.8,8,1,24.2,8,1,19.4,8,1,11.4,8,1,22.6,8,1,16.6,8,1,28.9,8,1,25.4,8,1,20.3,8,1,14.6,8,1,5.7,8,2,26.0,8,2,19.3,8,2,10.2,8,2
2004/12,9.9,8,1,0.2,8,1,24.8,8,1,13.4,8,1,6.6,8,1,10.2,8,1,0.7,8,1,21.3,8,1,14.5,8,1,6.5,8,1,20.2,8,1,12.8,8,1,27.0,8,1,22.8,8,1,17.9,8,1,10.1,8,1,0.2,8,2,20.7,8,2,14.4,8,2,5.4,8,2
2005/1,6.1,8,1,-0.8,8,1,18.5,8,1,10.0,8,1,2.6,8,1,6.2,8,1,-0.1,8,1,15.4,8,1,9.8,8,1,3.0,8,1,16.6,8,1,10.8,8,1,23.5,8,1,19.1,8,1,14.2,8,1,5.9,8,1,-1.4,8,2,14.2,8,2,9.1,8,2,2.7,8,2
2005/2,6.2,8,1,-0.3,8,1,19.4,8,1,9.9,8,1,2.5,8,1,6.1,8,1,-1.2,8,1,14.9,8,1,9.7,8,1,2.8,8,1,17.9,8,1,11.5,8,1,25.3,8,1,20.4,8,1,15.8,8,1,5.8,8,1,-1.6,8,2,14.8,8,2,9.1,8,2,2.3,8,2
2005/3,9.0,8,1,0.5,8,1,19.3,8,1,13.1,8,1,5.0,8,1,9.2,8,1,0.2,8,1,20.4,8,1,13.5,8,1,5.3,8,1,17.2,8,1,9.0,8,1,26.2,8,1,20.2,8,1,14.3,8,1,9.2,8,1,-2.2,5,2,19.5,5,2,13.1,5,2,4.9,5,2
2005/4,15.1,8,1,4.6,8,1,28.1,8,1,19.6,8,1,10.7,8,1,16.2,8,1,4.4,8,1,30.7,8,1,21.4,8,1,11.5,8,1,21.5,8,1,13.8,8,1,28.6,8,1,24.4,8,1,18.9,8,1,16.4,8,1,5.7,8,2,29.2,8,2,21.6,8,2,11.1,8,2
2005/5,17.7,8,1,9.3,8,1,27.2,8,1,21.9,8,1,14.1,8,1,19.5,8,1,11.0,8,1,29.5,8,1,24.8,8,1,15.1,8,1,24.2,8,1,20.0,8,1,29.5,8,1,26.8,8,1,22.2,8,1,19.3,8,1,11.4,8,2,29.8,8,2,24.1,8,2,14.4,8,2
2005/6,23.2,8,1,16.2,8,1,36.2,8,1,26.7,8,1,20.2,8,1,24.9,8,1,16.6,8,1,34.5,8,1,29.8,8,1,21.3,8,1,26.6,8,1,22.0,8,1,31.7,8,1,29.0,8,1,24.7,8,1,24.7,8,1,15.0,8,2,33.7,8,2,29.3,8,2,20.8,8,2
2005/7,25.6,8,1,18.5,8,1,35.6,8,1,29.1,8,1,22.6,8,1,27.5,8,1,21.2,8,1,36.0,8,1,31.6,8,1,24.5,8,1,29.2,8,1,25.0,8,1,33.9,8,1,32.1,8,1,27.4,8,1,27.4,8,1,21.4,8,2,34.6,8,2,31.1,8,2,24.3,8,2
2005/8,28.1,8,1,21.9,8,1,35.8,8,1,31.8,8,1,25.1,8,1,28.7,8,1,22.5,8,1,37.0,8,1,33.2,8,1,25.8,8,1,29.0,8,1,23.8,8,1,34.6,8,1,32.1,8,1,26.7,8,1,28.0,8,1,20.4,8,2,35.3,8,2,31.8,8,2,24.8,8,2
2005/9,24.7,8,1,16.9,8,1,33.1,8,1,28.2,8,1,21.8,8,1,26.1,8,1,17.7,8,1,34.6,8,1,30.4,8,1,23.0,8,1,28.2,8,1,23.8,8,1,32.8,8,1,31.0,8,1,26.1,8,1,25.9,8,1,17.4,8,2,34.4,8,2,29.7,8,2,22.7,8,2
2005/10,19.2,8,1,12.7,8,1,31.7,8,1,22.3,8,1,16.6,8,1,19.8,8,1,11.3,8,1,30.0,8,1,23.9,8,1,16.6,8,1,26.2,8,1,18.6,8,1,32.1,8,1,29.3,8,1,24.1,8,1,20.2,8,1,9.5,8,2,32.4,8,2,24.6,8,2,15.7,8,2
2005/11,13.3,8,1,5.2,8,1,24.1,8,1,17.0,8,1,9.6,8,1,13.7,8,1,5.1,8,1,23.9,8,1,17.9,8,1,9.8,8,1,22.8,8,1,16.7,8,1,29.1,8,1,25.4,8,1,20.7,8,1,13.9,8,1,5.3,8,2,26.4,8,2,18.5,8,2,9.3,8,2
2005/12,6.4,8,1,-0.8,8,1,15.9,8,1,10.2,8,1,2.9,8,1,5.9,8,1,-0.8,8,1,14.7,8,1,9.1,8,1,2.9,8,1,17.2,8,1,10.0,8,1,26.1,8,1,19.4,8,1,14.9,8,1,5.4,8,1,-2.6,8,2,16.8,8,2,8.8,8,2,1.5,8,2
2006/1,5.1,8,1,-1.1,8,1,14.7,8,1,8.5,8,1,2.0,8,1,5.5,8,1,-1.4,8,1,12.6,8,1,9.0,8,1,2.3,8,1,18.1,8,1,10.2,8,1,25.4,8,1,20.5,8,1,15.9,8,1,6.5,8,1,-2.8,8,2,17.8,8,2,10.1,8,2,2.6,8,2
2006/2,6.7,8,1,-1.5,8,1,19.9,8,1,10.5,8,1,3.3,8,1,6.7,8,1,-1.9,8,1,17.1,8,1,10.5,8,1,3.3,8,1,17.9,8,1,11.4,8,1,25.3,8,1,20.4,8,1,15.8,8,1,7.3,8,1,-2.2,8,2,17.1,8,2,10.7,8,2,3.3,8,2
2006/3,9.8,8,1,1.5,8,1,19.0,8,1,14.0,8,1,5.9,8,1,8.6,8,1,0.4,8,1,20.0,8,1,12.9,8,1,5.0,8,1,18.4,8,1,11.6,8,1,24.8,8,1,21.4,8,1,15.6,8,1,9.8,8,1,-0.8,8,2,19.9,8,2,13.7,8,2,5.5,8,2
2006/4,13.6,8,1,6.3,8,1,22.4,8,1,17.5,8,1,10.1,8,1,13.6,8,1,3.2,8,1,23.7,8,1,17.7,8,1,9.9,8,1,21.2,8,1,15.1,8,1,27.9,8,1,23.9,8,1,18.7,8,1,14.2,8,1,3.5,8,2,26.8,8,2,18.1,8,2,9.9,8,2
2006/5,19.0,8,1,9.2,8,1,29.4,8,1,22.7,8,1,15.7,8,1,19.7,8,1,9.4,8,1,28.8,8,1,24.2,8,1,15.9,8,1,24.8,8,1,18.9,8,1,30.9,8,1,27.6,8,1,22.6,8,1,19.1,8,1,9.9,8,2,28.4,8,2,23.1,8,2,15.5,8,2
2006/6,22.5,8,1,15.5,8,1,31.5,8,1,25.4,8,1,20.1,8,1,24.3,8,1,18.1,8,1,33.1,8,1,28.7,8,1,20.7,8,1,26.8,8,1,20.1,8,1,33.2,8,1,29.4,8,1,24.7,8,1,23.2,8,1,15.9,8,2,31.4,8,2,27.2,8,2,19.9,8,2
2006/7,25.6,8,1,20.3,8,1,36.1,8,1,28.6,8,1,23.3,8,1,27.2,8,1,21.0,8,1,35.1,8,1,30.8,8,1,24.4,8,1,29.1,8,1,24.7,8,1,35.0,8,1,32.0,8,1,27.1,8,1,27.3,8,1,20.6,8,2,35.0,8,2,30.8,8,2,24.2,8,2
2006/8,27.5,8,1,20.2,8,1,35.4,8,1,31.1,8,1,24.8,8,1,29.8,8,1,23.5,8,1,37.9,8,1,35.0,8,1,26.1,8,1,29.2,8,1,23.7,8,1,33.4,8,1,32.0,8,1,27.0,8,1,28.7,8,1,23.0,8,2,36.0,8,2,32.7,8,2,25.4,8,2
2006/9,23.5,8,1,16.6,8,1,34.8,8,1,27.1,8,1,20.7,8,1,24.6,8,1,17.5,8,1,34.7,8,1,29.3,8,1,21.2,8,1,27.8,8,1,20.6,8,1,32.9,8,1,30.4,8,1,25.2,8,1,23.2,8,1,15.3,8,2,33.5,8,2,27.4,8,2,19.7,8,2
2006/10,19.5,8,1,12.1,8,1,27.0,8,1,22.9,8,1,16.7,8,1,20.4,8,1,13.9,8,1,29.4,8,1,24.9,8,1,17.0,8,1,26.1,8,1,22.0,8,1,32.0,8,1,28.9,8,1,24.0,8,1,20.2,8,1,12.3,8,2,27.8,8,2,25.0,8,2,15.6,8,2
2006/11,14.4,8,1,5.8,8,1,24.9,8,1,17.9,8,1,11.0,8,1,14.8,8,1,7.1,8,1,24.9,8,1,18.8,8,1,11.3,8,1,22.9,8,1,17.6,8,1,28.0,8,1,25.6,8,1,20.5,8,1,14.5,8,1,5.6,8,2,24.7,8,2,18.3,8,2,10.5,8,2
2006/12,9.5,8,1,3.7,8,1,20.3,8,1,12.5,8,1,6.7,8,1,9.1,8,1,1.1,8,1,16.4,8,1,12.4,8,1,6.1,8,1,19.7,8,1,14.4,8,1,26.0,8,1,22.0,8,1,17.7,8,1,9.0,8,1,-1.7,8,2,15.9,8,2,12.8,8,2,5.1,8,2
2007/1,7.6,8,1,2.0,8,1,15.0,8,1,10.9,8,1,4.6,8,1,7.5,8,1,1.6,8,1,14.0,8,1,11.3,8,1,4.3,8,1,17.8,8,1,10.9,8,1,23.8,8,1,20.3,8,1,15.3,8,1,7.2,8,1,-1.3,8,2,13.5,8,2,10.8,8,2,2.8,8,2
2007/2,8.6,8,1,0.2,8,1,17.3,8,1,12.8,8,1,5.0,8,1,8.7,8,1,0.4,8,1,18.3,8,1,13.0,8,1,4.8,8,1,18.2,8,1,11.4,8,1,24.9,8,1,21.2,8,1,15.2,8,1,9.5,8,1,-1.9,8,2,18.6,8,2,13.8,8,2,4.6,8,2
2007/3,10.8,8,1,2.6,8,1,24.1,8,1,15.0,8,1,6.8,8,1,10.1,8,1,2.0,8,1,22.2,8,1,14.8,8,1,5.9,8,1,19.6,8,1,13.4,8,1,27.3,8,1,22.4,8,1,17.6,8,1,11.1,8,1,1.2,8,2,25.6,8,2,15.6,8,2,6.2,8,2
2007/4,13.7,8,1,4.0,8,1,25.8,8,1,17.9,8,1,9.9,8,1,14.6,8,1,5.0,8,1,26.3,8,1,19.3,8,1,10.3,8,1,20.7,8,1,13.9,8,1,27.3,8,1,23.5,8,1,18.4,8,1,14.7,8,1,2.8,8,2,25.6,8,2,19.2,8,2,10.0,8,2
2007/5,19.8,8,1,13.0,8,1,29.0,8,1,24.0,8,1,16.0,8,1,19.8,8,1,10.6,8,1,30.4,8,1,24.6,8,1,15.4,8,1,23.8,8,1,17.4,8,1,30.4,8,1,26.7,8,1,21.3,8,1,20.1,8,1,10.1,8,2,30.9,8,2,24.5,8,2,15.8,8,2
2007/6,23.2,8,1,15.7,8,1,31.5,8,1,27.1,8,1,20.0,8,1,23.6,8,1,16.6,8,1,32.5,8,1,28.0,8,1,20.2,8,1,26.7,8,1,22.0,8,1,31.8,8,1,29.3,8,1,24.8,8,1,23.8,8,1,15.8,8,2,34.0,8,2,27.7,8,2,20.4,8,2
2007/7,24.4,8,1,18.2,8,1,32.7,8,1,27.4,8,1,21.8,8,1,25.9,8,1,19.8,8,1,34.4,8,1,29.7,8,1,23.0,8,1,29.6,8,1,25.4,8,1,34.5,8,1,32.5,8,1,27.6,8,1,26.1,8,1,20.2,8,2,33.7,8,2,29.5,8,2,23.1,8,2
2007/8,29.0,8,1,23.1,8,1,37.5,8,1,33.0,8,1,25.9,8,1,29.9,8,1,22.7,8,1,38.3,8,1,34.6,8,1,26.3,8,1,28.8,8,1,24.5,8,1,33.5,8,1,31.5,8,1,26.5,8,1,29.1,8,1,23.6,8,2,36.6,8,2,33.4,8,2,25.6,8,2
2007/9,25.2,8,1,15.7,8,1,32.9,8,1,28.5,8,1,22.4,8,1,27.2,8,1,17.2,8,1,35.1,8,1,31.9,8,1,23.8,8,1,28.2,8,1,23.8,8,1,32.2,8,1,31.1,8,1,26.1,8,1,26.9,8,1,19.0,8,2,35.6,8,2,31.2,8,2,23.3,8,2
2007/10,19.0,8,1,12.8,8,1,26.5,8,1,22.2,8,1,16.1,8,1,20.0,8,1,10.0,8,1,29.4,8,1,24.5,8,1,16.6,8,1,26.6,8,1,21.7,8,1,31.9,8,1,29.2,8,1,24.6,8,1,20.5,8,1,8.3,8,2,29.6,8,2,24.8,8,2,16.1,8,2
2007/11,13.3,8,1,4.6,8,1,21.2,8,1,16.6,8,1,10.2,8,1,13.7,8,1,4.5,8,1,22.0,8,1,17.8,8,1,10.3,8,1,22.2,8,1,17.3,8,1,29.8,8,1,24.5,8,1,20.1,8,1,13.5,8,1,2.4,8,2,22.2,8,2,17.8,8,2,8.5,8,2
2007/12,9.0,8,1,2.7,8,1,15.8,8,1,12.6,8,1,5.6,8,1,9.6,8,1,3.2,8,1,15.8,8,1,12.9,8,1,6.5,8,1,19.9,8,1,13.3,8,1,26.6,8,1,22.5,8,1,17.2,8,1,9.4,8,1,0.5,8,2,18.7,8,2,12.9,8,2,5.5,8,2
2008/1,5.9,8,1,0.8,8,1,13.9,8,1,9.4,8,1,2.7,8,1,5.8,8,1,0.4,8,1,14.2,8,1,9.3,8,1,2.9,8,1,18.5,8,1,12.9,8,1,25.9,8,1,20.7,8,1,16.5,8,1,7.1,8,1,-0.1,8,2,17.5,8,2,10.5,8,2,3.6,8,2
2008/2,5.5,8,1,-0.1,8,1,17.0,8,1,9.6,8,1,1.9,8,1,5.1,8,1,-0.7,8,1,14.2,8,1,8.9,8,1,1.9,8,1,16.1,8,1,10.7,8,1,24.7,8,1,18.7,8,1,13.9,8,1,5.8,8,1,-2.0,8,2,15.9,8,2,9.5,8,2,1.7,8,2
2008/3,10.7,8,1,2.8,8,1,20.4,8,1,14.9,8,1,7.2,8,1,10.8,8,1,1.3,8,1,21.4,8,1,15.3,8,1,7.0,8,1,18.7,8,1,10.7,8,1,25.9,8,1,21.6,8,1,16.1,8,1,10.2,8,1,0.7,8,2,22.5,8,2,14.5,8,2,5.3,8,2
2008/4,14.7,8,1,6.5,8,1,25.8,8,1,18.4,8,1,11.4,8,1,15.4,8,1,5.5,8,1,26.5,8,1,20.1,8,1,11.3,8,1,21.4,8,1,15.0,8,1,28.3,8,1,24.5,8,1,19.0,8,1,14.9,8,1,5.2,8,2,25.6,8,2,19.1,8,2,10.6,8,2
2008/5,18.5,8,1,9.2,8,1,29.0,8,1,22.0,8,1,15.4,8,1,20.0,8,1,10.3,8,1,29.6,8,1,24.9,8,1,15.7,8,1,24.1,8,1,16.9,8,1,30.7,8,1,27.1,8,1,21.8,8,1,19.3,8,1,9.5,8,2,29.5,8,2,23.9,8,2,14.4,8,2
2008/6,21.3,8,1,13.4,8,1,29.1,8,1,24.6,8,1,18.4,8,1,23.1,8,1,15.8,8,1,30.4,8,1,27.4,8,1,19.5,8,1,27.6,8,1,23.6,8,1,32.9,8,1,30.3,8,1,25.8,8,1,22.1,8,1,11.3,8,2,31.2,8,2,25.5,8,2,19.0,8,2
2008/7,27.0,8,1,18.6,8,1,34.5,8,1,30.9,8,1,24.2,8,1,28.7,8,1,20.5,8,1,36.3,8,1,33.3,8,1,25.6,8,1,29.4,8,1,24.8,8,1,33.8,8,1,32.3,8,1,27.3,8,1,28.6,8,1,17.8,8,2,36.0,8,2,32.7,8,2,25.3,8,2
2008/8,26.8,8,1,19.6,8,1,35.3,8,1,30.7,8,1,24.1,8,1,28.4,8,1,20.2,8,1,36.4,8,1,32.8,8,1,25.4,8,1,29.0,8,1,24.6,8,1,33.6,8,1,31.9,8,1,26.8,8,1,27.3,8,1,20.1,8,2,35.8,8,2,31.5,8,2,24.0,8,2
2008/9,24.4,8,1,15.4,8,1,32.3,8,1,27.7,8,1,21.7,8,1,24.5,8,1,14.2,8,1,33.2,8,1,28.8,8,1,21.3,8,1,28.2,8,1,23.5,8,1,32.7,8,1,31.0,8,1,25.9,8,1,24.8,8,1,15.9,8,2,32.2,8,2,28.3,8,2,22.0,8,2
2008/10,19.4,8,1,11.5,8,1,25.2,8,1,22.6,8,1,16.4,8,1,19.6,8,1,11.5,8,1,28.8,8,1,24.0,8,1,16.2,8,1,26.4,8,1,18.7,8,1,31.4,8,1,29.2,8,1,24.1,8,1,19.8,8,1,11.2,8,2,28.1,8,2,24.2,8,2,15.4,8,2
2008/11,13.1,8,1,5.5,8,1,22.3,8,1,16.4,8,1,10.0,8,1,13.4,8,1,1.9,8,1,22.5,8,1,17.3,8,1,10.0,8,1,22.5,8,1,14.4,8,1,30.8,8,1,25.1,8,1,20.1,8,1,12.9,8,1,3.0,8,2,24.2,8,2,16.9,8,2,8.6,8,2
2008/12,9.8,8,1,1.8,8,1,19.9,8,1,13.7,8,1,6.0,8,1,9.1,8,1,-0.6,8,1,18.8,8,1,13.3,8,1,5.1,8,1,18.7,8,1,13.4,8,1,24.9,8,1,21.8,8,1,16.0,8,1,8.6,8,1,-0.5,8,2,18.1,8,2,12.8,8,2,4.3,8,2
